student_id,gender,age_band,region,school_board,parental_education,family_income,internet_access,device_type,data_recharge_frequency,disability,has_private_tuition,num_of_prev_attempts,daily_study_hours,attendance_rate,performance
S23379,F,0-25,North,CBSE,None,>10L,No,Tablet,Monthly,No,Yes,0,1.0,0.97,Low
S23380,M,0-25,East,ICSE,School,5L–10L,Yes,Laptop,Daily,No,No,0,2.0,0.74,Moderate
S23381,M,0-25,West,State,None,>10L,Yes,Laptop,Daily,No,No,0,2.7,0.9,High
S23382,F,0-25,South,State,School,>10L,Yes,Mobile,Weekly,No,No,0,0.9,0.92,High
S23383,M,36-45,East,CBSE,None,>10L,Yes,Mobile,Daily,No,No,0,1.6,0.86,High
S23384,F,0-25,East,State,None,5L–10L,Yes,Tablet,Weekly,No,Yes,0,0.7,0.92,Moderate
S23385,F,0-25,West,State,School,>10L,Yes,Mobile,Weekly,Yes,No,2,1.2,0.79,Low
S23386,F,0-25,East,State,School,5L–10L,Yes,Laptop,Daily,No,No,0,1.6,0.69,Low
S23387,F,0-25,North,State,School,<2L,Yes,Tablet,Weekly,No,No,0,3.5,0.99,Moderate
S23388,M,26-35,East,ICSE,School,<2L,Yes,Tablet,Weekly,No,No,2,2.0,0.74,Moderate
S23389,M,0-25,South,ICSE,Graduate,5L–10L,Yes,Mobile,Monthly,No,Yes,1,0.7,0.6,High
S23390,M,0-25,North,State,Graduate,>10L,Yes,Tablet,Daily,Yes,Yes,0,1.4,0.66,Moderate
S23391,M,0-25,North,State,School,2L–5L,Yes,Mobile,Daily,No,Yes,0,0.6,0.71,Low
S23392,M,36-45,North,State,Postgraduate,2L–5L,Yes,Mobile,Daily,No,No,2,2.9,0.88,High
S23393,M,0-25,South,State,Postgraduate,>10L,Yes,Laptop,Daily,No,No,1,3.2,0.68,Low
S23394,F,26-35,West,State,Graduate,2L–5L,Yes,Tablet,Weekly,No,Yes,2,3.5,0.96,High
S23395,M,36-45,East,ICSE,None,5L–10L,Yes,Mobile,Monthly,No,Yes,2,1.2,0.85,Moderate
S23396,M,26-35,East,CBSE,School,5L–10L,Yes,Laptop,Monthly,No,No,0,1.3,0.87,Moderate
S23397,M,36-45,North,CBSE,Graduate,>10L,Yes,Mobile,Weekly,No,Yes,2,1.4,0.85,Moderate
S23398,F,36-45,North,CBSE,Postgraduate,2L–5L,Yes,Tablet,Weekly,No,No,2,1.8,0.73,Low
S23399,M,0-25,East,ICSE,School,<2L,Yes,Mobile,Daily,No,No,0,1.7,0.69,Low
S23400,F,0-25,South,ICSE,None,>10L,Yes,Laptop,Monthly,No,No,0,3.6,0.87,High
S23401,M,36-45,North,State,None,<2L,Yes,Mobile,Daily,No,Yes,2,2.1,0.8,Moderate
S23402,M,0-25,North,ICSE,Postgraduate,>10L,Yes,Tablet,Daily,No,No,1,2.8,0.61,High
S23403,M,0-25,South,ICSE,Postgraduate,<2L,Yes,Tablet,Daily,No,Yes,1,1.8,0.96,Moderate
S23404,F,36-45,West,State,School,2L–5L,Yes,Laptop,Daily,No,No,1,3.6,0.91,Low
S23405,F,36-45,North,State,Graduate,5L–10L,Yes,Mobile,Monthly,No,No,1,0.6,0.98,Moderate
S23406,M,26-35,West,State,School,2L–5L,Yes,Tablet,Daily,No,Yes,0,0.5,0.87,High
S23407,M,36-45,South,CBSE,School,<2L,Yes,Mobile,Daily,No,Yes,2,0.5,0.85,Moderate
S23408,M,26-35,East,CBSE,None,<2L,Yes,Tablet,Weekly,No,No,0,2.2,0.61,Moderate
S23409,F,26-35,East,State,School,>10L,Yes,Laptop,Monthly,No,Yes,2,3.4,0.93,Moderate
S23410,F,0-25,West,State,Graduate,<2L,Yes,Mobile,Daily,No,No,2,1.9,0.71,Moderate
S23411,M,0-25,North,CBSE,School,5L–10L,Yes,Mobile,Monthly,No,Yes,0,3.9,0.66,Moderate
S23412,F,36-45,East,State,Postgraduate,5L–10L,Yes,Laptop,Daily,No,Yes,0,1.7,0.96,High
S23413,F,36-45,South,State,School,2L–5L,Yes,Laptop,Weekly,No,No,0,0.7,0.62,High
S23414,F,26-35,North,CBSE,Postgraduate,5L–10L,Yes,Laptop,Weekly,No,Yes,2,2.8,0.67,High
S23415,F,26-35,West,ICSE,None,5L–10L,No,Tablet,Monthly,No,No,2,2.0,0.92,High
S23416,M,0-25,West,State,None,>10L,Yes,Tablet,Monthly,No,No,0,1.5,0.67,High
S23417,M,36-45,West,CBSE,None,>10L,Yes,Mobile,Daily,No,Yes,2,1.6,0.72,High
S23418,F,36-45,West,CBSE,None,<2L,Yes,Tablet,Daily,No,Yes,0,3.6,0.63,Low
S23419,F,36-45,South,CBSE,Graduate,2L–5L,Yes,Laptop,Monthly,No,Yes,0,3.0,0.94,Low
S23420,F,36-45,East,ICSE,None,>10L,No,Mobile,Weekly,No,No,2,1.0,0.95,Low
S23421,M,0-25,West,State,School,>10L,Yes,Tablet,Weekly,No,No,2,2.4,0.89,High
S23422,M,0-25,East,State,None,>10L,No,Mobile,Daily,No,Yes,2,2.2,0.99,Low
S23423,F,26-35,East,State,Postgraduate,<2L,Yes,Tablet,Weekly,No,Yes,0,2.6,0.95,Moderate
S23424,F,0-25,West,ICSE,Postgraduate,5L–10L,Yes,Mobile,Weekly,No,No,1,2.8,0.95,Low
S23425,F,26-35,North,CBSE,Graduate,2L–5L,Yes,Mobile,Daily,No,No,2,1.3,0.64,High
S23426,F,0-25,West,CBSE,Graduate,5L–10L,Yes,Laptop,Monthly,No,Yes,2,2.6,0.66,Moderate
S23427,M,0-25,South,State,None,>10L,Yes,Laptop,Daily,No,Yes,2,2.3,0.98,High
S23428,M,36-45,North,ICSE,None,>10L,Yes,Tablet,Monthly,No,Yes,0,1.5,0.83,Moderate
S23429,M,26-35,West,CBSE,Postgraduate,>10L,Yes,Mobile,Weekly,No,No,0,2.2,0.74,High
S23430,M,26-35,East,ICSE,None,>10L,Yes,Tablet,Monthly,No,No,2,3.4,0.78,High
S23431,M,26-35,East,State,None,5L–10L,Yes,Laptop,Monthly,No,Yes,2,3.0,0.65,Moderate
S23432,M,0-25,North,ICSE,School,>10L,Yes,Tablet,Weekly,No,No,2,0.6,0.87,High
S23433,F,36-45,South,State,School,2L–5L,Yes,Tablet,Daily,No,Yes,0,1.6,0.64,Moderate
S23434,F,0-25,East,ICSE,Graduate,>10L,No,Mobile,Weekly,No,No,2,0.9,0.66,High
S23435,M,36-45,South,ICSE,None,2L–5L,Yes,Tablet,Monthly,Yes,Yes,2,3.3,0.96,Low
S23436,M,0-25,East,CBSE,None,<2L,Yes,Mobile,Daily,No,Yes,2,1.5,0.87,Low
S23437,M,26-35,North,CBSE,Postgraduate,2L–5L,No,Mobile,Monthly,No,No,2,2.7,0.83,Low
S23438,F,0-25,West,ICSE,School,<2L,Yes,Tablet,Weekly,No,Yes,2,1.0,0.79,Moderate
S23439,F,26-35,East,CBSE,None,<2L,Yes,Mobile,Monthly,No,No,2,2.5,0.68,Moderate
S23440,F,36-45,North,State,School,2L–5L,Yes,Tablet,Weekly,No,Yes,2,2.2,0.74,High
S23441,F,26-35,North,State,Graduate,<2L,Yes,Tablet,Daily,No,Yes,0,0.7,0.63,High
S23442,M,26-35,West,CBSE,Postgraduate,5L–10L,Yes,Mobile,Weekly,No,No,2,0.8,0.81,Low
S23443,F,26-35,West,CBSE,Graduate,2L–5L,Yes,Mobile,Monthly,No,Yes,1,2.2,0.9,Low
S23444,M,26-35,North,CBSE,None,5L–10L,Yes,Tablet,Daily,No,Yes,1,0.8,0.83,Moderate
S23445,F,36-45,East,ICSE,None,5L–10L,Yes,Tablet,Weekly,No,Yes,1,1.8,0.99,Low
S23446,F,0-25,South,ICSE,None,<2L,Yes,Mobile,Daily,No,Yes,1,2.6,0.77,Low
S23447,F,0-25,South,State,School,5L–10L,Yes,Laptop,Weekly,No,Yes,0,1.8,0.76,High
S23448,F,0-25,West,ICSE,School,>10L,Yes,Laptop,Monthly,No,Yes,1,2.9,0.88,High
S23449,M,0-25,East,CBSE,Graduate,<2L,Yes,Mobile,Daily,No,No,0,3.0,0.77,Low
S23450,M,26-35,North,ICSE,School,5L–10L,Yes,Mobile,Daily,No,Yes,1,1.6,0.86,High
S23451,M,36-45,South,ICSE,None,<2L,Yes,Tablet,Monthly,Yes,Yes,0,3.4,0.81,Moderate
S23452,M,36-45,South,ICSE,Graduate,5L–10L,Yes,Laptop,Weekly,No,No,0,1.2,0.76,Moderate
S23453,M,0-25,East,CBSE,Postgraduate,<2L,Yes,Tablet,Weekly,No,Yes,2,3.2,0.6,High
S23454,M,0-25,North,ICSE,None,<2L,Yes,Laptop,Weekly,No,Yes,2,2.3,0.84,Low
S23455,M,36-45,West,ICSE,School,>10L,Yes,Tablet,Daily,No,No,2,2.1,0.86,High
S23456,F,36-45,South,ICSE,School,2L–5L,Yes,Tablet,Monthly,No,No,2,1.3,0.69,High
S23457,M,26-35,East,CBSE,None,<2L,Yes,Laptop,Monthly,Yes,Yes,1,3.7,0.84,Low
S23458,F,36-45,West,ICSE,None,>10L,No,Tablet,Monthly,Yes,Yes,2,1.7,0.6,High
S23459,M,36-45,East,State,Graduate,<2L,Yes,Laptop,Weekly,No,Yes,2,1.6,0.94,High
S23460,F,26-35,North,State,Postgraduate,>10L,Yes,Laptop,Monthly,No,No,0,3.6,0.86,High
S23461,M,26-35,East,CBSE,School,2L–5L,Yes,Tablet,Daily,No,No,0,0.7,0.71,Moderate
S23462,F,26-35,West,CBSE,School,2L–5L,Yes,Tablet,Weekly,No,Yes,1,1.5,0.72,High
S23463,M,36-45,North,ICSE,Graduate,>10L,Yes,Laptop,Daily,No,Yes,0,3.1,0.72,High
S23464,M,36-45,South,CBSE,Graduate,>10L,Yes,Tablet,Daily,No,Yes,2,2.6,0.61,High
S23465,M,36-45,West,ICSE,Postgraduate,<2L,Yes,Mobile,Weekly,No,No,0,4.0,0.93,Moderate
S23466,M,26-35,East,ICSE,Postgraduate,<2L,Yes,Laptop,Daily,No,Yes,1,3.8,0.69,High
S23467,F,36-45,South,ICSE,Postgraduate,>10L,Yes,Tablet,Monthly,No,Yes,2,3.6,0.67,High
S23468,M,36-45,North,ICSE,School,5L–10L,Yes,Laptop,Weekly,No,Yes,0,1.2,0.74,High
S23469,M,26-35,West,CBSE,Graduate,5L–10L,Yes,Laptop,Monthly,No,Yes,1,3.6,0.94,Moderate
S23470,F,0-25,North,State,School,>10L,Yes,Mobile,Monthly,No,Yes,1,3.4,0.87,Low
S23471,M,0-25,North,CBSE,School,2L–5L,Yes,Tablet,Weekly,No,Yes,0,3.9,0.65,High
S23472,F,36-45,East,ICSE,Graduate,<2L,Yes,Tablet,Weekly,No,Yes,2,1.0,0.81,Low
S23473,F,26-35,East,State,Postgraduate,>10L,No,Mobile,Daily,No,No,0,0.6,0.79,Low
S23474,M,26-35,East,ICSE,Graduate,5L–10L,Yes,Mobile,Weekly,No,Yes,2,0.8,0.76,Low
S23475,M,36-45,South,ICSE,Graduate,5L–10L,Yes,Mobile,Daily,No,No,0,3.4,0.87,High
S23476,F,36-45,South,ICSE,School,<2L,Yes,Mobile,Daily,No,No,0,2.9,0.87,Moderate
S23477,M,0-25,East,ICSE,Graduate,2L–5L,Yes,Laptop,Daily,No,No,1,2.2,0.8,High
S23478,F,26-35,South,State,School,2L–5L,Yes,Mobile,Monthly,No,No,0,3.1,0.66,High
S23479,M,36-45,West,CBSE,Postgraduate,>10L,Yes,Laptop,Daily,No,No,2,2.5,0.7,High
S23480,M,26-35,North,CBSE,Postgraduate,>10L,Yes,Tablet,Monthly,No,Yes,1,3.9,0.63,Low
S23481,F,36-45,East,CBSE,None,5L–10L,Yes,Tablet,Weekly,Yes,Yes,1,2.6,0.67,High
S23482,M,0-25,North,State,Graduate,>10L,Yes,Mobile,Monthly,Yes,No,0,1.3,0.61,Moderate
S23483,M,36-45,North,State,Postgraduate,2L–5L,Yes,Tablet,Weekly,No,Yes,2,0.7,0.63,Moderate
S23484,M,0-25,North,CBSE,School,5L–10L,Yes,Laptop,Monthly,No,Yes,2,3.5,0.84,Moderate
S23485,F,0-25,West,State,School,5L–10L,No,Tablet,Daily,No,No,1,1.8,0.69,Moderate
S23486,M,36-45,West,ICSE,School,2L–5L,Yes,Tablet,Weekly,No,Yes,2,1.1,0.82,High
S23487,F,36-45,South,CBSE,Postgraduate,<2L,No,Mobile,Daily,No,Yes,1,1.9,0.9,High
S23488,M,0-25,North,ICSE,Graduate,>10L,Yes,Mobile,Daily,No,Yes,0,1.1,0.85,Moderate
S23489,F,26-35,South,State,Graduate,>10L,Yes,Laptop,Monthly,No,Yes,1,2.3,0.94,Moderate
S23490,M,26-35,North,ICSE,Postgraduate,5L–10L,No,Laptop,Weekly,No,Yes,0,1.9,0.61,High
S23491,M,0-25,East,State,Postgraduate,5L–10L,Yes,Mobile,Daily,No,No,1,1.7,0.78,High
S23492,F,0-25,North,CBSE,None,>10L,Yes,Tablet,Monthly,No,Yes,2,1.3,0.75,High
S23493,M,36-45,North,CBSE,Graduate,<2L,Yes,Laptop,Daily,Yes,No,0,2.0,0.9,High
S23494,F,36-45,West,CBSE,None,>10L,Yes,Laptop,Daily,No,Yes,1,0.7,0.75,Moderate
S23495,M,0-25,East,State,None,5L–10L,Yes,Laptop,Weekly,No,Yes,1,0.5,0.77,Low
S23496,F,0-25,South,ICSE,None,<2L,Yes,Mobile,Weekly,No,No,0,3.8,0.75,High
S23497,M,26-35,East,State,None,<2L,Yes,Mobile,Weekly,No,Yes,0,3.6,0.94,High
S23498,F,26-35,West,ICSE,Graduate,<2L,Yes,Laptop,Weekly,No,No,0,3.7,0.72,Moderate
S23499,M,26-35,West,State,None,2L–5L,Yes,Tablet,Weekly,No,No,0,2.7,0.82,Low
S23500,F,0-25,North,ICSE,Graduate,5L–10L,Yes,Mobile,Daily,No,No,2,3.3,0.89,High
S23501,F,0-25,West,CBSE,Postgraduate,5L–10L,Yes,Laptop,Daily,No,No,0,2.9,0.77,High
S23502,M,26-35,West,ICSE,Graduate,5L–10L,No,Laptop,Daily,No,No,2,0.6,0.68,High
S23503,F,26-35,North,ICSE,Postgraduate,<2L,Yes,Laptop,Daily,No,No,1,1.0,0.84,High
S23504,F,36-45,West,CBSE,Graduate,2L–5L,Yes,Tablet,Daily,No,Yes,1,1.7,0.85,High
S23505,M,36-45,West,State,Graduate,5L–10L,No,Tablet,Monthly,No,No,2,0.9,0.68,High
S23506,M,0-25,South,ICSE,Graduate,5L–10L,Yes,Laptop,Monthly,No,Yes,2,0.6,0.71,High
S23507,M,36-45,North,State,School,5L–10L,Yes,Laptop,Monthly,No,No,1,3.9,0.62,High
S23508,M,0-25,North,ICSE,Graduate,>10L,Yes,Laptop,Daily,No,No,0,1.6,0.64,Moderate
S23509,M,0-25,South,ICSE,Postgraduate,>10L,Yes,Laptop,Daily,No,Yes,1,1.1,0.65,High
S23510,M,0-25,South,State,Graduate,2L–5L,Yes,Tablet,Weekly,No,No,0,0.9,0.84,High
S23511,F,26-35,South,ICSE,None,>10L,Yes,Mobile,Daily,No,No,0,0.6,0.7,Moderate
S23512,F,36-45,South,ICSE,Postgraduate,<2L,Yes,Tablet,Weekly,No,Yes,2,1.3,0.7,High
S23513,F,36-45,North,State,None,2L–5L,Yes,Mobile,Daily,No,No,1,3.2,0.8,High
S23514,M,36-45,South,State,Postgraduate,2L–5L,Yes,Mobile,Daily,No,No,0,3.1,0.86,High
S23515,M,36-45,South,State,None,>10L,Yes,Tablet,Weekly,No,No,2,2.0,0.67,Moderate
S23516,F,26-35,West,State,Postgraduate,<2L,Yes,Mobile,Daily,No,No,0,2.9,0.98,High
S23517,F,36-45,North,ICSE,None,>10L,Yes,Tablet,Monthly,No,No,1,1.1,0.65,Moderate
S23518,M,36-45,South,CBSE,None,2L–5L,Yes,Laptop,Daily,No,No,0,2.0,0.89,Low
S23519,F,26-35,West,State,Postgraduate,<2L,No,Laptop,Weekly,No,No,2,2.9,0.71,High
S23520,M,36-45,North,State,Postgraduate,2L–5L,Yes,Tablet,Weekly,No,No,0,1.6,0.78,High
S23521,M,36-45,South,ICSE,Postgraduate,>10L,Yes,Laptop,Monthly,No,Yes,0,3.1,0.92,Moderate
S23522,F,26-35,South,CBSE,None,2L–5L,Yes,Mobile,Weekly,No,No,1,3.4,0.8,Low
S23523,M,26-35,West,CBSE,Graduate,>10L,Yes,Laptop,Monthly,No,Yes,2,2.8,1.0,High
S23524,M,26-35,East,State,Postgraduate,2L–5L,No,Laptop,Daily,No,No,1,2.8,0.64,High
S23525,M,26-35,North,State,Postgraduate,5L–10L,No,Mobile,Weekly,No,No,2,3.2,0.78,High
S23526,M,0-25,West,CBSE,Graduate,<2L,Yes,Mobile,Weekly,No,No,1,3.9,0.96,High
S23527,F,26-35,South,CBSE,None,<2L,Yes,Tablet,Daily,No,Yes,1,0.9,1.0,High
S23528,M,36-45,East,State,School,5L–10L,Yes,Laptop,Monthly,No,Yes,0,1.5,0.72,Moderate
S23529,M,36-45,East,CBSE,School,2L–5L,Yes,Tablet,Daily,No,Yes,1,3.8,0.88,High
S23530,F,36-45,West,ICSE,Graduate,>10L,Yes,Mobile,Daily,No,Yes,1,0.9,0.85,Moderate
S23531,M,36-45,West,CBSE,Graduate,5L–10L,Yes,Tablet,Daily,No,Yes,0,0.9,0.61,High
S23532,M,0-25,West,CBSE,School,5L–10L,Yes,Laptop,Weekly,No,Yes,1,3.1,0.66,Moderate
S23533,F,0-25,North,CBSE,School,2L–5L,Yes,Laptop,Weekly,No,No,2,3.6,0.87,High
S23534,F,0-25,East,CBSE,None,2L–5L,Yes,Tablet,Daily,No,No,2,1.0,0.69,High
S23535,M,36-45,North,ICSE,School,<2L,Yes,Tablet,Daily,No,No,2,1.5,0.61,High
S23536,M,36-45,East,ICSE,None,5L–10L,Yes,Mobile,Monthly,No,Yes,1,1.7,0.73,Moderate
S23537,F,26-35,North,CBSE,Postgraduate,2L–5L,Yes,Tablet,Daily,No,No,0,1.3,0.75,High
S23538,M,26-35,West,CBSE,Graduate,<2L,Yes,Mobile,Monthly,No,No,2,3.2,0.73,High
S23539,M,36-45,South,CBSE,Postgraduate,>10L,Yes,Tablet,Monthly,No,No,0,2.0,0.88,Moderate
S23540,M,26-35,West,ICSE,Graduate,2L–5L,Yes,Tablet,Daily,No,No,0,3.9,0.89,High
S23541,F,26-35,North,State,Postgraduate,<2L,Yes,Mobile,Monthly,No,Yes,0,2.4,0.99,High
S23542,M,36-45,West,CBSE,None,<2L,Yes,Tablet,Monthly,Yes,No,2,2.9,0.64,High
S23543,F,0-25,East,State,Graduate,<2L,Yes,Mobile,Weekly,No,No,1,2.1,0.99,High
S23544,F,36-45,North,ICSE,Postgraduate,2L–5L,Yes,Laptop,Monthly,No,Yes,2,1.1,0.88,High
S23545,F,36-45,West,CBSE,Graduate,>10L,Yes,Mobile,Daily,No,Yes,2,3.0,0.97,High
S23546,F,26-35,West,ICSE,None,2L–5L,Yes,Tablet,Daily,Yes,Yes,1,0.5,0.7,High
S23547,M,26-35,South,CBSE,School,<2L,Yes,Mobile,Weekly,No,Yes,2,1.0,0.88,High
S23548,F,36-45,South,State,Postgraduate,5L–10L,Yes,Tablet,Daily,No,Yes,2,3.2,0.67,High
S23549,M,0-25,West,State,Graduate,5L–10L,Yes,Mobile,Daily,No,No,2,1.4,0.73,High
S23550,F,36-45,East,CBSE,School,5L–10L,Yes,Tablet,Monthly,No,No,2,3.6,0.84,Low
S23551,F,0-25,East,CBSE,School,<2L,Yes,Mobile,Monthly,No,No,1,3.8,0.79,High
S23552,M,0-25,East,State,Graduate,5L–10L,Yes,Tablet,Daily,No,Yes,1,2.6,0.7,Moderate
S23553,F,36-45,West,ICSE,School,>10L,Yes,Mobile,Weekly,No,Yes,0,0.9,0.76,High
S23554,F,36-45,South,CBSE,Graduate,2L–5L,Yes,Laptop,Monthly,No,Yes,0,2.6,0.83,Moderate
S23555,M,36-45,West,ICSE,Graduate,5L–10L,Yes,Mobile,Daily,No,No,0,2.5,0.64,High
S23556,F,0-25,South,CBSE,None,<2L,Yes,Mobile,Monthly,No,No,0,2.1,0.81,Moderate
S23557,F,26-35,East,CBSE,Graduate,>10L,Yes,Mobile,Monthly,No,Yes,2,2.6,0.82,High
S23558,F,0-25,South,CBSE,Postgraduate,<2L,Yes,Laptop,Daily,No,Yes,1,1.6,0.77,High
S23559,M,0-25,West,State,None,5L–10L,Yes,Mobile,Daily,No,No,2,0.8,0.89,Moderate
S23560,F,0-25,West,State,None,>10L,Yes,Laptop,Weekly,No,No,0,2.4,0.85,Low
S23561,M,26-35,West,CBSE,None,<2L,Yes,Mobile,Weekly,No,Yes,1,2.8,0.74,High
S23562,M,0-25,South,ICSE,None,2L–5L,Yes,Laptop,Daily,No,No,2,2.2,0.73,Moderate
S23563,M,0-25,East,CBSE,Postgraduate,>10L,Yes,Tablet,Monthly,No,Yes,0,1.8,0.99,High
S23564,F,0-25,West,ICSE,Postgraduate,<2L,Yes,Laptop,Monthly,No,Yes,2,2.9,0.75,High
S23565,F,26-35,West,CBSE,None,2L–5L,Yes,Laptop,Monthly,No,No,0,2.3,0.68,High
S23566,F,0-25,South,ICSE,School,5L–10L,Yes,Tablet,Monthly,No,No,0,3.9,0.83,Low
S23567,F,26-35,East,ICSE,Postgraduate,>10L,Yes,Laptop,Monthly,No,No,2,1.1,0.69,Moderate
S23568,M,26-35,South,CBSE,Postgraduate,2L–5L,Yes,Mobile,Daily,No,Yes,2,2.1,0.97,High
S23569,M,36-45,North,CBSE,None,>10L,Yes,Mobile,Weekly,No,No,2,2.4,0.63,Low
S23570,F,36-45,North,CBSE,Postgraduate,2L–5L,Yes,Mobile,Weekly,No,No,1,2.5,0.62,High
S23571,F,36-45,West,State,None,2L–5L,Yes,Laptop,Weekly,No,Yes,1,3.0,0.66,High
S23572,M,26-35,South,ICSE,School,>10L,Yes,Tablet,Daily,No,No,2,1.8,0.65,High
S23573,F,36-45,South,CBSE,None,5L–10L,Yes,Mobile,Monthly,No,No,2,2.1,0.7,High
S23574,F,36-45,West,State,School,2L–5L,Yes,Tablet,Weekly,No,Yes,0,3.6,0.86,Moderate
S23575,F,36-45,North,CBSE,Postgraduate,2L–5L,Yes,Mobile,Monthly,No,Yes,0,2.1,0.64,Low
S23576,F,26-35,East,State,School,>10L,Yes,Tablet,Monthly,No,No,0,3.4,0.9,Low
S23577,F,0-25,East,State,None,2L–5L,Yes,Mobile,Daily,No,No,1,1.2,0.9,Moderate
S23578,F,36-45,North,ICSE,Graduate,<2L,Yes,Tablet,Weekly,No,No,2,2.5,1.0,Moderate
S23579,M,36-45,West,CBSE,Postgraduate,>10L,Yes,Mobile,Monthly,No,No,2,2.8,0.85,Moderate
S23580,M,36-45,West,State,Graduate,>10L,Yes,Laptop,Monthly,No,Yes,0,1.3,0.83,Low
S23581,M,36-45,East,CBSE,None,2L–5L,Yes,Tablet,Monthly,No,Yes,0,1.6,0.94,High
S23582,M,26-35,East,ICSE,Graduate,2L–5L,Yes,Laptop,Weekly,No,No,1,3.5,0.84,Moderate
S23583,F,0-25,North,State,Postgraduate,5L–10L,Yes,Tablet,Weekly,No,No,2,1.8,0.92,High
S23584,F,0-25,North,CBSE,None,>10L,No,Mobile,Daily,No,Yes,2,2.6,0.99,High
S23585,M,36-45,South,ICSE,None,<2L,Yes,Tablet,Weekly,No,Yes,0,3.0,0.8,High
S23586,M,0-25,North,ICSE,School,>10L,Yes,Mobile,Daily,No,No,2,1.7,0.71,Low
S23587,M,36-45,North,State,None,2L–5L,Yes,Mobile,Monthly,No,Yes,2,1.1,0.73,Moderate
S23588,M,36-45,East,ICSE,None,5L–10L,Yes,Mobile,Daily,No,No,0,3.9,0.71,High
S23589,M,0-25,East,State,Graduate,<2L,Yes,Tablet,Monthly,No,Yes,0,1.2,0.92,Moderate
S23590,F,0-25,South,ICSE,School,2L–5L,Yes,Tablet,Weekly,No,No,2,3.4,0.72,Low
S23591,F,26-35,East,CBSE,School,>10L,Yes,Mobile,Daily,No,Yes,2,3.6,0.85,Moderate
S23592,M,36-45,East,CBSE,Graduate,2L–5L,Yes,Mobile,Weekly,No,No,1,2.9,0.7,High
S23593,M,0-25,East,ICSE,None,>10L,Yes,Laptop,Weekly,No,No,0,1.8,0.65,High
S23594,F,26-35,North,CBSE,Postgraduate,>10L,Yes,Laptop,Daily,No,No,1,2.8,0.73,Moderate
S23595,F,0-25,East,ICSE,School,2L–5L,Yes,Laptop,Daily,No,No,2,2.8,0.69,Moderate
S23596,F,0-25,West,ICSE,School,<2L,Yes,Laptop,Weekly,Yes,Yes,2,3.6,0.77,High
S23597,M,36-45,North,ICSE,Postgraduate,<2L,Yes,Mobile,Weekly,No,Yes,1,1.6,0.87,Moderate
S23598,F,26-35,East,ICSE,Postgraduate,>10L,Yes,Mobile,Weekly,No,No,2,3.1,0.71,High
S23599,M,36-45,North,State,Graduate,5L–10L,Yes,Mobile,Weekly,No,No,2,4.0,0.96,Low
S23600,M,0-25,East,CBSE,School,2L–5L,Yes,Mobile,Monthly,No,No,1,2.2,0.62,Low
S23601,F,26-35,South,CBSE,None,2L–5L,Yes,Tablet,Weekly,No,No,1,1.9,0.94,Moderate
S23602,F,36-45,South,CBSE,Graduate,<2L,Yes,Mobile,Monthly,Yes,Yes,1,1.3,0.74,High
S23603,F,26-35,South,State,Postgraduate,2L–5L,Yes,Mobile,Daily,No,No,0,1.1,0.92,High
S23604,M,0-25,East,ICSE,None,2L–5L,Yes,Tablet,Weekly,No,Yes,1,3.8,0.86,Low
S23605,F,26-35,South,State,Postgraduate,<2L,Yes,Laptop,Daily,No,Yes,1,1.8,0.89,Low
S23606,F,0-25,North,CBSE,Postgraduate,>10L,Yes,Laptop,Monthly,No,Yes,2,3.3,0.71,Moderate
S23607,M,36-45,South,ICSE,School,5L–10L,Yes,Mobile,Weekly,No,No,0,1.4,0.62,High
S23608,F,0-25,South,ICSE,Graduate,>10L,Yes,Mobile,Monthly,No,No,2,2.4,0.61,Low
S23609,F,0-25,South,ICSE,None,2L–5L,Yes,Laptop,Daily,No,No,1,1.8,0.6,Moderate
S23610,M,26-35,South,CBSE,School,5L–10L,Yes,Tablet,Daily,No,Yes,1,2.4,0.62,High
S23611,M,26-35,North,CBSE,None,>10L,Yes,Mobile,Monthly,No,Yes,0,3.4,1.0,High
S23612,M,36-45,West,State,None,5L–10L,Yes,Laptop,Weekly,No,Yes,2,1.4,0.98,High
S23613,M,26-35,South,CBSE,Graduate,<2L,Yes,Mobile,Weekly,No,Yes,0,1.7,0.79,High
S23614,M,36-45,East,ICSE,None,>10L,Yes,Mobile,Monthly,No,Yes,0,2.8,0.99,High
S23615,F,0-25,West,ICSE,School,<2L,Yes,Tablet,Monthly,No,Yes,0,3.3,0.79,Moderate
S23616,F,0-25,South,CBSE,School,>10L,Yes,Mobile,Monthly,No,Yes,0,1.2,0.72,High
S23617,M,26-35,West,ICSE,School,<2L,Yes,Tablet,Monthly,No,No,2,1.0,0.65,High
S23618,F,0-25,East,ICSE,School,>10L,Yes,Tablet,Monthly,No,No,2,0.8,0.9,High
S23619,F,0-25,East,State,None,>10L,No,Mobile,Daily,No,Yes,0,2.4,0.94,Low
S23620,M,36-45,South,ICSE,School,<2L,Yes,Tablet,Monthly,Yes,Yes,1,1.7,1.0,Moderate
S23621,M,26-35,South,ICSE,Graduate,>10L,Yes,Mobile,Monthly,No,No,0,0.5,0.69,High
S23622,M,36-45,East,CBSE,None,<2L,Yes,Tablet,Monthly,No,Yes,0,3.9,0.96,Low
S23623,F,0-25,North,CBSE,Graduate,5L–10L,Yes,Laptop,Monthly,No,No,1,2.8,0.6,Low
S23624,M,0-25,West,ICSE,School,5L–10L,Yes,Tablet,Daily,No,Yes,2,1.1,0.73,High
